NAME	URL	HOMEPAGE	DESCRIPTION	CREATED_AT
USRSE/rse-stories	https://github.com/USRSE/rse-stories	https://usrse.github.io/rse-stories/	What is an RSE? What is your story? By sharing stories, we can better understand what it means to be a research software engineer.	2019-09-26T18:51:46Z
USRSE/rse-stories-episodes-1	https://github.com/USRSE/rse-stories-episodes-1		Research Software Engineer stories supplementary repository for episode audio	2020-06-03T17:39:28Z
USRSE/usrse-map	https://github.com/USRSE/usrse-map	https://us-rse.org/usrse-map/	A map to show representation for the US-RSE Association	2020-02-15T21:27:01Z
USRSE/usrse.github.io	https://github.com/USRSE/usrse.github.io	https://us-rse.org	US RSE umbrella web page	2018-02-09T13:03:03Z
openbases/builder-jspsych	https://github.com/openbases/builder-jspsych		a template to build, test, deploy, and publish a jspych experiment container and paper for Open Research Experiments	2018-08-29T21:57:42Z
openbases/builder-pdf	https://github.com/openbases/builder-pdf	https://openbases.github.io/builder-pdf	template to publish a pdf (and all associated generation files) to Github Pages using whedon docker	2018-09-03T20:12:32Z
openbases/docs	https://github.com/openbases/docs	https://openbases.github.io	Open Research Experiments	2018-08-25T19:39:28Z
openbases/experiment-jspsych	https://github.com/openbases/experiment-jspsych	https://openbases.github.io/experiment-jspsych/	a base example for a jspsych experiment	2018-08-30T09:21:43Z
openbases/extract-dockerfile	https://github.com/openbases/extract-dockerfile	https://openbases.github.io/extract-dockerfile	An example to extract metadata from a Dockerfile using schema.org	2018-11-05T15:51:25Z
openbases/openbases-badges	https://github.com/openbases/openbases-badges		a resource to provide badges, and sets of badges, for openbases	2018-09-04T03:25:59Z
openbases/openbases-icons	https://github.com/openbases/openbases-icons	https://openbases.github.io/openbases-icons/preview	fun icon sets to select from for openbases previews and templates	2018-09-08T05:27:04Z
openbases/openbases-jekyll-theme	https://github.com/openbases/openbases-jekyll-theme	https://openbases.github.io/openbases-jekyll-theme/	"a jekyll theme likely for a ""docs"" folder of an openbases component"	2018-09-02T22:06:01Z
openbases/openbases-pdf	https://github.com/openbases/openbases-pdf	https://openbases.github.io/openbases-pdf/	Docker image to build paper PDFs 	2018-08-30T22:37:05Z
openbases/openbases-python	https://github.com/openbases/openbases-python	https://openbases.github.io/openbases-python/	Open Bases python helpers for https://openbases.github.io	2018-09-01T18:49:29Z
openbases/openbases.github.io	https://github.com/openbases/openbases.github.io	https://openbases.github.io	documentation web root for open research bases, rendered from https://www.github.com/openbases/docs	2018-08-28T19:22:37Z
openbases/ore	https://github.com/openbases/ore		Open Research Experiments	2018-09-28T11:35:51Z
openbases/orebot	https://github.com/openbases/orebot		testing a GIthub robot	2018-10-11T22:42:16Z
openbases/submission-joss	https://github.com/openbases/submission-joss	https://openbases.github.io/submission-joss/	build and validate a paper.md, and generate a pdf preview for a JOSS submission	2018-09-28T23:27:27Z
openschemas/dockerfiles	https://github.com/openschemas/dockerfiles	https://openschemas.github.io/dockerfiles/	More scaled example of using schema.org to generate metadata for Dockerfiles (container recipes)	2018-11-11T22:02:36Z
openschemas/extractor-container	https://github.com/openschemas/extractor-container		module to extract metadata for containers, distributions, and recipe files	2018-09-19T16:01:44Z
openschemas/extractors	https://github.com/openschemas/extractors	https://cloud.docker.com/u/openschemas/repository/docker/openschemas/extractors	generic extraction recipes to get you started extracting schema.org entities for your software, data, and all things	2018-11-13T18:22:21Z
openschemas/map2model	https://github.com/openschemas/map2model		generate a specification for schema.org from a mapping (tsv files)	2018-09-19T01:56:54Z
openschemas/openschemas-python	https://github.com/openschemas/openschemas-python	https://openschemas.github.io/openschemas-python/	python library for interacting with schemas	2018-09-21T20:45:33Z
openschemas/openschemas.github.io	https://github.com/openschemas/openschemas.github.io	https://openschemas.github.io	main site for openschemas specifications and documentation	2018-09-20T06:52:11Z
openschemas/schema-builder	https://github.com/openschemas/schema-builder	https://hub.docker.com/r/openschemas/schema-builder	generate input files for a bioschema specification for schema.org	2018-09-16T23:56:35Z
openschemas/schemaorg	https://github.com/openschemas/schemaorg	https://openschemas.github.io/schemaorg/	python functions for applied use of schema.org 	2018-10-21T03:55:18Z
openschemas/schemaorg-template	https://github.com/openschemas/schemaorg-template	http://schema.org/	Schema.org - schemas and (appengine) software	2018-10-01T23:45:58Z
openschemas/spec-container	https://github.com/openschemas/spec-container	https://openschemas.github.io/spec-container/	this is the container repository for the schemas.org Container specification proposal	2018-09-17T17:07:04Z
openschemas/spec-hardware	https://github.com/openschemas/spec-hardware	https://openschemas.github.io/spec-hardware/	Openschemas specification to describe a hardware component of a computational system	2018-10-03T21:47:44Z
openschemas/spec-operatingsystem	https://github.com/openschemas/spec-operatingsystem	https://openschemas.github.io/spec-operatingsystem/	a schema.org specification to describe an operating system	2018-10-08T13:12:05Z
openschemas/spec-template	https://github.com/openschemas/spec-template	https://openschemas.github.io/spec-container/	a template to start from to generate a spec-<name> specification for schema.org	2018-09-19T02:43:58Z
openschemas/spec-virtualization	https://github.com/openschemas/spec-virtualization	https://openschemas.github.io/spec-virtualization/	schema.org specification to describe virtualization technologies	2018-10-05T17:21:11Z
openschemas/specifications	https://github.com/openschemas/specifications	https://openschemas.github.io/specifications	specifications for open schemas are published here	2018-09-19T08:31:27Z
good-labs/.github	https://github.com/good-labs/.github		shared templates for projects for the Good Labs	2019-04-29T18:43:46Z
good-labs/awesome-governance	https://github.com/good-labs/awesome-governance		A curated list of awesome governance resources	2019-07-02T18:45:02Z
good-labs/good-labs.github.io	https://github.com/good-labs/good-labs.github.io	https://good-labs.github.io/	Web interface for the Good Labs	2019-04-29T18:48:25Z
good-labs/greater-good-affirmation	https://github.com/good-labs/greater-good-affirmation	https://good-labs.github.io/greater-good-affirmation/	An affirmation that your open source community exists for the greater good.	2019-04-28T17:51:54Z
good-labs/human-menu	https://github.com/good-labs/human-menu	https://good-labs.github.io/human-menu/	The Human Menu provides a selection of real world “human” activities to combat the digital attention economy.	2019-05-05T18:11:22Z
good-labs/logo	https://github.com/good-labs/logo		logo and related branding files for the Good Lab	2019-04-29T15:14:49Z
good-labs/slopi-communication	https://github.com/good-labs/slopi-communication	http://blog.greptilian.com/2020/01/25/slopi-communication/	Searchable Linkable Open Public Indexed (SLOPI) Communication	2019-05-08T09:17:01Z
hpsee/ask-ci	https://github.com/hpsee/ask-ci		resources for the ask-cyberinfrastructure site	2019-01-21T00:32:48Z
hpsee/askci-drawing	https://github.com/hpsee/askci-drawing		A small script to randomly select a winner for all post contributions between two dates. Let there be pizza!	2019-11-22T18:21:59Z
hpsee/askci-term-slurm	https://github.com/hpsee/askci-term-slurm		"SLURM refers to the ""Simple Linux Utility for Resource Management"" and is a job manager for high performance computing."	2019-12-06T18:59:49Z
hpsee/askci-term-template	https://github.com/hpsee/askci-term-template		A template repository to generate a new term (under development)	2019-11-25T16:32:07Z
hpsee/cyberteam	https://github.com/hpsee/cyberteam	https://hpsee.github.io/cyberteam/	future home of the NorthEast Cyberteam	2019-08-11T15:38:36Z
hpsee/discourse-cluster	https://github.com/hpsee/discourse-cluster	https://hpsee.github.io/discourse-cluster/	Simple scripts to export posts for a discourse category, and do a clustering	2019-10-19T14:25:06Z
hpsee/discourse-rankings	https://github.com/hpsee/discourse-rankings	https://hpsee.github.io/discourse-rankings	Simple ruby script to calculate top contributors (groups and users) for last month	2019-09-13T18:03:40Z
hpsee/discourse-theme	https://github.com/hpsee/discourse-theme		Example to develop a discourse theme using Docker to test, and meta.discourse to design the theme	2019-04-06T06:08:36Z
hpsee/top	https://github.com/hpsee/top	https://hpsee.github.io/top	Digital Book of World Records for High Performance Computing	2019-06-12T00:58:04Z
hpcng/singularity	https://github.com/hpcng/singularity	https://www.sylabs.io/singularity/	Singularity: Application containers for Linux	2015-10-09T22:15:12Z
hpcng/singularity-admindocs	https://github.com/hpcng/singularity-admindocs		Admin documentation	2018-06-01T19:26:04Z
hpcng/singularity-userdocs	https://github.com/hpcng/singularity-userdocs		User Documentation	2018-06-01T19:24:09Z
rseng/starter-pack	https://github.com/rseng/starter-pack	https://rseng.github.io/starter-pack	Getting started guide to bringing together research software engineers at your institution if you're an RSE yourself	2019-06-01T16:21:17Z
rseng/community-template	https://github.com/rseng/community-template	http://rseng.github.io/community-template/	Use this template to create a space for your RSE group in the USRSE organization	2019-06-08T21:30:39Z
rseng/rse-phenotype	https://github.com/rseng/rse-phenotype	https://rseng.github.io/rse-phenotype	What kind of research software engineer are you? Make an image to show the world!	2019-07-16T22:28:21Z
rseng/rse-phenotypes	https://github.com/rseng/rse-phenotypes	https://rseng.github.io/rse-phenotype	Contribute your Research Software Engineer (RSE) phenotype!	2019-07-17T17:44:06Z
rseng/eResearch-meeting-list	https://github.com/rseng/eResearch-meeting-list	https://jamespjh.github.io/eResearch-meeting-list/		2019-11-08T16:42:20Z
rseng/rse-glossary	https://github.com/rseng/rse-glossary	https://rseng.github.io/rse-glossary/	The Research Software Engineer Glossary of Terms	2019-11-11T15:56:17Z
rseng/rse-manifesto	https://github.com/rseng/rse-manifesto	https://rseng.github.io/rse-manifesto/	words to live by, sometimes	2019-12-01T19:51:59Z
